UUID,PRODUCT_TYPE,PRODUCT_LAYOUT,PAGE_LOAD_TIME,PRODUCT_RATING,PURCHASE_DECISION,REVIEW_TEXT,REVIEW_QUALITY,REVIEW_SENTIMENT
d61cc314-55da-412a-b341-1b392669541d,Books,Grid,2.12,2,1,Terrible product. Would not recommend.,Poor,-0.93
ebd5b895-b8ef-41d4-a15a-f4c9d59e12ec,Toys,Card,4.55,2,1,Not as described. Very disappointed.,Excellent,-0.6
1f6da5c2-2108-4c5b-b6c9-4835ee8d2420,Books,Detailed,4.1,2,1,Low quality materials. Avoid this.,Good,-0.81
3f12d7a9-7ea8-4c6a-8ce3-d7ac88a7d561,Toys,Detailed,1.09,1,1,Waste of money. Returning it.,Poor,-0.52
5ae0df93-fb55-4242-bc8c-c60a75d9df73,Toys,List,0.73,3,1,It's okay. Does what it's supposed to do.,Good,-0.04
ba0de1f9-7476-4c8d-988f-4a33719aa96d,Home & Garden,Card,2.69,4,1,Superb quality and great design.,Fair,0.62
95a31eb0-e228-4736-804a-4498114f1c2b,Home & Garden,Grid,4.39,2,0,Did not meet expectations at all.,Fair,-0.6
e13d1a9e-af50-4c8f-bb33-f9b7cb16a664,Electronics,List,1.35,5,1,Excellent quality and fast shipping.,Fair,0.81
2b4025c3-72d3-4684-94d5-f1f7618cadf1,Electronics,Card,4.96,2,0,Poor quality. Not worth the money.,Fair,-0.74
a2905661-7d63-4df5-8cc1-0b28f6747e35,Books,Detailed,2.86,2,1,Disappointed with this purchase.,Fair,-0.87
5635ba1d-b7b5-4119-ab10-aa6ccb83d473,Toys,Grid,1.87,3,1,"Not bad, not great. Just average.",Excellent,-0.08
882db844-c31e-40a8-b652-c6e9eafa717d,Electronics,List,0.68,1,0,Not as described. Very disappointed.,Fair,-0.6
1ee52bd4-e90e-4a4c-88be-05789ebba562,Sports,Grid,2.44,3,1,Acceptable product. Met basic expectations.,Fair,0.27
9cce88e5-0927-4e22-ae12-8232983ffde1,Toys,Grid,3.57,2,0,Waste of money. Returning it.,Good,-0.8
8d52a4ba-ed38-43b3-a937-bcfe957773d8,Sports,Card,1.57,3,1,Average product. Nothing special.,Fair,-0.17
0985e9fd-47dc-4e8c-8275-f6f1d9fc9ce6,Toys,Grid,0.68,2,1,Poor quality. Not worth the money.,Fair,-0.88
5844d4b2-58ad-48cf-88b5-9c63bfce69d0,Sports,Card,1.86,4,1,Love it! Exactly what I was looking for.,Good,0.99
810f4526-5287-433c-b124-be80c8235b91,Clothing,Detailed,2.98,3,0,Reasonable product for the cost.,Good,0.23
8c0e96e8-da64-4b23-949c-a4132bd897b4,Home & Garden,Detailed,3.33,1,0,Low quality materials. Avoid this.,Poor,-0.45
bd5b452e-140b-49c8-aa82-990784766114,Sports,Grid,1.25,3,0,It's okay. Does what it's supposed to do.,Fair,0.12
000c2ff4-8ac9-4c4e-a1ad-ab28ec088781,Electronics,List,3.83,4,0,Superb quality and great design.,Good,0.75
0dac036a-f207-4d52-85c7-8c996897b62d,Clothing,Detailed,3.88,4,1,Absolutely love it! Five stars!,Good,0.78
f9e51d8a-4d64-45c0-afbe-85c461773174,Clothing,Grid,1.22,2,1,Horrible experience. Don't buy this.,Poor,-0.64
19bc22f8-543b-4333-8d34-6b1137753269,Toys,Card,1.87,2,1,Poor quality. Not worth the money.,Poor,-0.82
934050d6-7164-4030-9365-be82bcf16921,Electronics,List,1.81,2,1,Terrible product. Would not recommend.,Poor,-0.43
28f70e97-f342-469b-9d88-c803854904bb,Electronics,List,4.95,2,0,Waste of money. Returning it.,Poor,-0.68
b1123ae9-dc97-4e8f-9318-bb011a8baa18,Home & Garden,Card,0.87,5,1,Absolutely love it! Five stars!,Fair,0.63
d428e3be-b59d-4453-9abc-50dd64ceb7d4,Electronics,Grid,4.21,2,0,Not as described. Very disappointed.,Poor,-0.56
991856c1-b5ec-49ed-9c68-6aaaf45c578b,Sports,Grid,3.75,4,1,Absolutely love it! Five stars!,Good,0.97
fb263b7b-14ee-4ef3-b45c-ac8f5a202e31,Books,List,1.96,2,1,Low quality materials. Avoid this.,Good,-0.65
20832393-df44-46e3-838d-9da429a49399,Clothing,Detailed,2.16,4,1,Love it! Exactly what I was looking for.,Fair,0.55
2183f7c4-22ef-4a15-8bf1-d59bc638524e,Clothing,List,3.06,2,0,Terrible product. Would not recommend.,Poor,-0.61
600e964d-8a31-4903-98a1-840255ed4fbd,Books,List,0.81,1,1,Low quality materials. Avoid this.,Fair,-0.74
dce8af3c-46ee-401f-96a1-16997e19e18d,Sports,List,3.77,1,1,Disappointed with this purchase.,Fair,-0.64
258eb0be-7840-4d96-993b-38ef1bc893aa,Electronics,Grid,1.09,1,1,Defective product. Very frustrating.,Excellent,-0.84
52a82c3a-f6f5-41b5-8951-72668aa3daa2,Electronics,Grid,2.94,3,1,Decent quality for the price.,Poor,0.21
20cc537d-7c7e-4b1c-a375-784f255a21be,Sports,Detailed,4.17,3,1,It's okay. Does what it's supposed to do.,Fair,-0.1
ca300197-c5bd-4cae-aa72-5c4ebbfcdbba,Home & Garden,Grid,0.6,1,0,Horrible experience. Don't buy this.,Poor,-0.94
605e6063-530e-41ff-bff2-cb570868639e,Books,List,0.51,2,1,Terrible product. Would not recommend.,Fair,-0.99
cf08a183-f855-49cf-b895-ba77313aee45,Home & Garden,List,4.65,4,1,Excellent quality and fast shipping.,Excellent,0.84
25f44b86-ada3-4796-81ff-a7fdc7e10e90,Electronics,List,0.96,3,1,Average product. Nothing special.,Good,-0.09
f8957e08-51b1-4e49-ab68-2e8ee9d125ad,Electronics,Grid,3.22,2,0,Terrible product. Would not recommend.,Fair,-0.74
46fb79d1-5af5-49a1-8e61-e6b897067122,Clothing,Card,3.31,3,0,It's alright. Does the job.,Fair,-0.09
c6997c11-57d3-43cd-a390-f0ea8cfdb9ec,Home & Garden,Grid,4.05,2,1,Terrible product. Would not recommend.,Poor,-0.53
0f4a4b67-9d08-4f30-8aac-063c96db4720,Toys,Detailed,4.17,1,1,Not as described. Very disappointed.,Excellent,-0.65
7221acf5-cd5b-4e64-b0f8-cd42443d099d,Home & Garden,List,1.32,4,1,Very happy with this purchase.,Good,0.68
701ac10c-1f5f-4a2c-b1f4-826897712592,Books,Card,1.12,2,1,Horrible experience. Don't buy this.,Fair,-0.77
e0dd3719-3821-4067-9b91-e4f3acda2b75,Sports,List,2.23,5,1,Amazing value for money. Very satisfied.,Good,0.86
34570659-c0ad-4104-ba93-697920c26bf9,Clothing,Card,0.51,1,0,Terrible product. Would not recommend.,Fair,-0.78
1f51587f-7236-479a-8d6b-e2d3bb1861d5,Electronics,Card,2.12,2,0,Horrible experience. Don't buy this.,Poor,-0.82
628e5ac3-990e-4d2f-97bd-9006d4770112,Books,List,1.45,2,1,Terrible product. Would not recommend.,Poor,-0.97
96a4877f-f968-4229-9779-3ede0489efac,Electronics,Detailed,2.17,1,0,Defective product. Very frustrating.,Poor,-0.6
a0db304f-c880-478c-b5c7-7b2e69e7e469,Electronics,List,2.14,1,1,Low quality materials. Avoid this.,Poor,-0.85
c103958e-532b-4b73-9bd9-f7843669a201,Clothing,Detailed,3.85,5,1,Fantastic! Works perfectly as described.,Good,0.85
5e2a6ca9-137b-42fd-8bf4-8165b31191bb,Books,Grid,1.79,2,0,Defective product. Very frustrating.,Fair,-0.96
b48ef7a8-8398-40f7-8aa0-6498fdf01555,Sports,List,0.55,4,1,Superb quality and great design.,Excellent,0.84
13351785-350d-463b-a18f-5f2fcf721d7a,Home & Garden,Card,3.69,4,1,Excellent quality and fast shipping.,Good,0.97
016a7104-8406-4aca-9417-d4280d7339a8,Clothing,List,2.3,1,0,Horrible experience. Don't buy this.,Poor,-0.87
bad8dba2-b773-4c2f-a982-37f3062a6632,Electronics,Detailed,2.65,4,1,Outstanding product. Will buy again.,Fair,0.91
30abea06-5bc1-4edf-b968-1e9585da79bf,Clothing,Card,0.99,1,1,Waste of money. Returning it.,Good,-0.78
15865a38-5da0-4870-8437-8e35618d1b77,Home & Garden,List,2.94,1,1,Not as described. Very disappointed.,Poor,-0.87
db5763ad-cc80-4dae-8062-9d8af045346f,Clothing,Grid,1.58,1,0,Defective product. Very frustrating.,Fair,-0.41
ad28c1ab-225a-430e-8159-82488139cea3,Books,Grid,0.72,1,0,Waste of money. Returning it.,Poor,-0.43
da313464-d6ed-4308-b1c3-1df85d51e0eb,Books,List,1.92,4,1,Excellent quality and fast shipping.,Excellent,0.86
3e524b6a-1c84-4a6c-8326-fb55be7b4516,Toys,Grid,2.76,2,0,Did not meet expectations at all.,Good,-0.99
d8f3cf4e-c49a-4d82-840b-ddb2148a6a7c,Electronics,Card,1.23,4,0,Amazing value for money. Very satisfied.,Excellent,0.54
029ddbdc-b800-448d-9c2e-ae5deabeb40b,Toys,List,3.96,2,0,Defective product. Very frustrating.,Fair,-0.4
2378e3ae-9cf1-43cb-a061-0285adcc01df,Home & Garden,Detailed,4.03,3,1,"Not bad, not great. Just average.",Good,-0.13
6ca36130-8c57-4ffb-a15e-ee3cc20a173b,Toys,Detailed,1.58,5,1,Absolutely love it! Five stars!,Excellent,0.8
4e6f3efd-d735-4367-8f48-661453390e74,Books,Grid,4.12,2,0,Poor quality. Not worth the money.,Fair,-0.54
9a4b13da-8158-423a-80b5-551344e6e6b2,Books,Card,1.26,3,1,Fair quality. Could be better.,Fair,-0.2
679d9451-f77f-4509-ae96-e99e0719e5ad,Electronics,List,3.7,4,0,Perfect! Exceeded my expectations.,Good,0.63
2a705838-d8d5-4100-8928-4a07c37b50e9,Books,List,4.73,5,1,Perfect! Exceeded my expectations.,Good,0.74
8959249c-513f-4ac2-9991-88ac9d57f6d1,Sports,List,2.48,5,1,Outstanding product. Will buy again.,Excellent,0.92
6c199d1f-03c4-48ed-a5a6-68ca2909c418,Books,Detailed,1.68,1,0,Broke after a few uses. Very upset.,Fair,-0.63
57ab89e4-f3f4-42c8-b9dd-2f6f28e8399d,Sports,Grid,1.2,1,0,Low quality materials. Avoid this.,Poor,-0.83
4f98cdf3-5fc8-4a68-a108-b8e74c9541cc,Clothing,Detailed,4.43,1,0,Horrible experience. Don't buy this.,Fair,-0.79
3ff0e938-6c75-49d0-bcaa-b00a82068d92,Books,Grid,0.89,1,1,Low quality materials. Avoid this.,Excellent,-0.45
fc5dbfee-4458-42f4-b712-40e6bb4def7e,Home & Garden,Grid,1.93,5,1,Very happy with this purchase.,Excellent,0.74
af610cd3-22b7-4ee6-ae56-f1ecb7181980,Books,Grid,2.95,4,1,Absolutely love it! Five stars!,Good,0.57
936e6466-285e-4d95-a2e3-419f47243199,Sports,Detailed,0.78,3,1,It works fine. No complaints.,Excellent,0.17
530b5f6c-bbea-4f16-bb52-8913bb31ac1f,Electronics,Detailed,1.71,2,1,Low quality materials. Avoid this.,Poor,-0.95
97883987-0b35-4e34-bafa-cd161cfc521e,Toys,Detailed,4.42,5,1,Love it! Exactly what I was looking for.,Excellent,0.61
db7ebf81-eb18-4334-9125-888f55151540,Electronics,Detailed,2.04,3,1,"Not bad, not great. Just average.",Fair,-0.2
e2fc8541-ec6e-4fac-a264-2fa7c7c7426a,Sports,List,4.85,4,0,Fantastic! Works perfectly as described.,Excellent,0.68
2e37ba16-5f6e-4227-a030-4d6622566d6e,Sports,List,0.85,5,1,Outstanding product. Will buy again.,Good,0.81
f9691881-2287-494e-9ba4-b31e5efe4599,Books,List,2.75,3,1,"Not bad, not great. Just average.",Excellent,-0.23
874d3027-4d8e-4dc5-be99-65aadff648e1,Toys,Grid,4.95,2,1,Defective product. Very frustrating.,Fair,-0.62
13f438f3-e796-4817-b73a-0e4189ac4f04,Clothing,List,2.39,5,1,Amazing value for money. Very satisfied.,Excellent,0.89
28a40de6-987c-4ea3-b792-b7dee2ae45b1,Clothing,Grid,2.17,3,0,Reasonable product for the cost.,Excellent,-0.29
71cd704c-055e-4ba0-a01c-203db1e1189a,Electronics,Detailed,3.42,4,1,Superb quality and great design.,Good,0.71
7664f1b2-3791-4d9a-84ac-b81868355d23,Home & Garden,Grid,4.67,4,1,Absolutely love it! Five stars!,Fair,0.71
511b613f-2cf2-4913-ba98-4d183afd2268,Books,Detailed,1.78,4,0,Excellent quality and fast shipping.,Excellent,0.82
d81d184e-d061-4636-be82-18cbb752e83e,Electronics,Grid,3.42,5,0,Absolutely love it! Five stars!,Fair,0.97
5627a801-5516-413d-a8d8-0d8f11e4960c,Electronics,Detailed,2.77,1,1,Broke after a few uses. Very upset.,Good,-0.6
db8180c3-b54d-4bd2-9516-c2f7dcb0f4e2,Books,Detailed,1.02,4,1,Very happy with this purchase.,Good,0.98
75e8c831-afff-477d-a93f-4fb0986f2958,Toys,Detailed,0.53,3,0,Acceptable product. Met basic expectations.,Good,0.17
3b7b9549-a705-492f-a9c6-fdc85656187d,Home & Garden,Card,4.27,4,1,Fantastic! Works perfectly as described.,Poor,0.84
ad6c2f4f-50d9-4539-bba2-6e33127ba948,Electronics,List,4.06,5,1,Outstanding product. Will buy again.,Good,0.91
5ba82125-0cde-452b-8274-860ec56bd500,Sports,Detailed,1.59,4,1,Great product! Highly recommend it.,Excellent,0.6
021fd64b-d8f5-4990-8256-26dec5cbd017,Sports,Detailed,1.08,4,1,Outstanding product. Will buy again.,Fair,0.99
09eb1105-1541-4b57-916c-9d198de42bb9,Books,List,0.95,2,0,Low quality materials. Avoid this.,Fair,-0.7
c6a72004-8a8f-4009-aa8c-28c14fb332f8,Toys,Card,4.27,2,1,Poor quality. Not worth the money.,Poor,-0.43
8592bc03-3f14-4b2c-8bed-e054bfd82d46,Electronics,List,0.63,5,1,Fantastic! Works perfectly as described.,Fair,0.96
e4c00efa-8389-4561-8509-d013aeee2497,Toys,List,4.93,3,1,It works fine. No complaints.,Good,-0.19
24d5343d-2ae2-4c74-83b4-bf9fd264ff1c,Sports,List,3.77,4,1,Perfect! Exceeded my expectations.,Excellent,0.89
5c4aab24-cce5-4ebb-b739-3a3f939d8155,Clothing,Grid,3.37,5,1,Absolutely love it! Five stars!,Fair,0.93
9fae2a10-5647-451b-b9a7-11c9b1bcd8e1,Clothing,Card,1.68,2,0,Waste of money. Returning it.,Fair,-0.94
1dd7c839-23c5-4010-aa80-f48c5f00d866,Clothing,Detailed,0.95,1,1,Poor quality. Not worth the money.,Fair,-0.75
2c337cca-b43e-43a3-ac6f-ea6c5aeba5b8,Books,Detailed,4.5,4,0,Great product! Highly recommend it.,Fair,0.9
ca2668fb-813e-4260-bfc2-ea46a74dd1fc,Toys,Grid,1.03,3,1,Satisfactory. Nothing to write home about.,Good,0.3
b0fdaa67-f5b2-4b34-a5fc-8220a4a65afc,Electronics,List,2.85,3,1,It's okay. Does what it's supposed to do.,Fair,0.26
50fdb178-d9bc-4713-9451-d59e9152540a,Sports,List,1.47,3,1,Fair quality. Could be better.,Fair,-0.23
0367a7df-bf61-4085-892a-17a57c6cc672,Electronics,List,1.7,4,1,Superb quality and great design.,Fair,0.6
ccae9d53-eee4-4c23-ad56-bf9381f2aa0e,Books,Detailed,2.46,4,1,Amazing value for money. Very satisfied.,Good,0.96
f60f6f62-6a03-41dc-b7df-b086aba27851,Toys,Card,4.83,1,1,Not as described. Very disappointed.,Good,-0.65
2bf1034b-dd34-4ff0-b4cf-7579e65c275c,Clothing,Detailed,2.45,4,1,Outstanding product. Will buy again.,Excellent,0.71
25c437bf-cb3e-4e9e-a736-5ca1874e2472,Sports,Detailed,2.43,5,1,Excellent quality and fast shipping.,Excellent,0.68
6e4391fe-8fc0-46fb-bc94-addad7cb24f4,Electronics,Card,3.14,3,1,Reasonable product for the cost.,Excellent,0.06
a7b218c7-ed29-44e6-b4fc-3faa2bfebcd2,Electronics,Grid,1.31,3,1,It works fine. No complaints.,Fair,-0.04
7b181177-acad-44fc-8410-d3558dfbc846,Toys,Card,2.17,3,0,It's okay. Does what it's supposed to do.,Fair,-0.23
4fb3672b-9782-4195-81cb-d8eaa0ec89b7,Clothing,Detailed,3.05,3,1,"Not bad, not great. Just average.",Good,0.24
28fe00a4-d39b-48d1-b0b9-d242ea92b9a3,Clothing,List,0.96,3,1,Average product. Nothing special.,Excellent,0.13
ad201ad8-8a47-46d1-9fec-11df3fa54ebc,Toys,Detailed,3.57,4,1,Amazing value for money. Very satisfied.,Good,0.66
4dd36e02-2e69-4e8d-ab55-7c5e98bb4b84,Books,Detailed,0.71,3,1,Decent quality for the price.,Fair,-0.05
0437de33-b89c-4a3a-a45e-5a832f4b52b4,Sports,Detailed,1.56,1,0,Defective product. Very frustrating.,Fair,-0.83
594f5ce1-8b30-41ee-855e-2c1badf3273c,Books,Card,1.09,4,1,Superb quality and great design.,Good,0.52
fc88ab30-1ceb-4d9f-a0c8-4dd00593fe6f,Toys,Grid,0.81,1,1,Not as described. Very disappointed.,Fair,-0.5
936d2b42-9c87-485c-9f75-1665a12c50de,Home & Garden,Detailed,0.86,3,1,Acceptable product. Met basic expectations.,Poor,-0.0
feb6f88c-7381-4afc-8767-bfdfeed96ec3,Books,Detailed,4.32,1,1,Poor quality. Not worth the money.,Excellent,-0.49
4a2ad87e-4e22-4d27-bbf6-14f8609e304a,Electronics,Grid,1.12,3,1,It works fine. No complaints.,Good,0.22
331daf32-39e1-4f15-8413-3d704917087c,Clothing,Card,4.17,5,1,Great product! Highly recommend it.,Excellent,0.99
55a1d6de-4250-4e33-8045-304295e266d8,Electronics,Grid,0.72,3,0,Satisfactory. Nothing to write home about.,Fair,-0.25
b0230d99-f1b8-4e4f-a116-f06e2e5cc796,Books,Card,3.64,2,0,Waste of money. Returning it.,Poor,-0.65
c6131ed4-0a47-43a3-9c1a-6177fa901719,Sports,Detailed,3.37,1,0,Did not meet expectations at all.,Poor,-0.69
0eb7659d-510e-440b-9505-1196477ea0e8,Home & Garden,Card,3.98,4,1,Perfect! Exceeded my expectations.,Good,0.61
d11fcc3f-e1f3-4319-a067-e4edf662b4e7,Home & Garden,List,3.47,2,1,Did not meet expectations at all.,Poor,-0.58
e9f4f2b8-0485-4ef7-b1ab-9c902d48c41a,Electronics,List,2.61,4,0,Amazing value for money. Very satisfied.,Fair,0.59
09bb0acb-1097-4502-bee4-6e125082d202,Sports,Card,3.92,3,1,Reasonable product for the cost.,Good,0.13
1cec7553-291d-412a-9a35-ec0f3912bf8f,Clothing,List,4.63,4,1,Superb quality and great design.,Excellent,0.99
28f6ea79-d7ce-4ba6-8e10-9a8a7633493a,Books,List,0.81,4,1,Absolutely love it! Five stars!,Good,0.58
47e57643-365c-47b4-8302-c1a21cd616be,Clothing,Detailed,4.44,1,1,Terrible product. Would not recommend.,Good,-0.86
a2f98712-d87a-4473-a22a-9400a14c92d1,Books,Detailed,2.08,1,1,Low quality materials. Avoid this.,Poor,-0.44
e2c26fad-2431-4c77-a258-b021b068524e,Books,Detailed,2.79,1,0,Disappointed with this purchase.,Fair,-0.74
ef378e29-950e-4c09-91a4-ef596b6ff156,Toys,Detailed,1.37,2,0,Horrible experience. Don't buy this.,Fair,-0.76
4cb404b0-654a-47d3-83eb-3564849037ea,Sports,Detailed,0.99,1,1,Broke after a few uses. Very upset.,Excellent,-0.61
52514f17-0dff-4031-a35b-e8aa07f7020c,Electronics,Card,1.57,5,1,Absolutely love it! Five stars!,Good,0.55
82cec301-0e27-483b-af10-ffcfbe923d6f,Books,Detailed,2.27,2,1,Not as described. Very disappointed.,Good,-0.56
2e249fa8-e5e5-4449-9692-ddb399c3972c,Clothing,List,2.06,3,1,It's okay. Does what it's supposed to do.,Fair,0.12
83b23371-5570-4849-a42c-1bb6de8f3b27,Sports,Detailed,3.83,2,1,Terrible product. Would not recommend.,Fair,-0.9
544bc16c-0482-4194-9bb0-046de8d45a8f,Books,List,4.83,4,0,Perfect! Exceeded my expectations.,Poor,0.71
0acc9735-4c01-4e04-820a-09494a9f85f7,Clothing,Grid,3.17,4,1,Amazing value for money. Very satisfied.,Good,0.79
872feab1-4585-4364-9fcb-dd572091cd19,Electronics,Grid,3.05,3,0,Decent quality for the price.,Good,0.2
2b8a61e8-2661-45eb-9584-07b96e417fca,Electronics,Grid,1.87,3,1,Reasonable product for the cost.,Good,-0.03
46e99009-8340-4531-9d3a-9a0df35ce369,Books,Card,2.14,1,0,Waste of money. Returning it.,Fair,-0.5
99a7a29f-b8f7-4c13-a559-6ca7ccbbe746,Toys,Detailed,1.01,5,1,Fantastic! Works perfectly as described.,Poor,0.86
d27d1ae7-7eb9-4376-addf-3d09971f2cc3,Toys,List,2.11,1,1,Low quality materials. Avoid this.,Good,-0.85
63ba2ce0-0b83-43e3-a7ce-9707d15fd6b0,Toys,Grid,1.37,4,0,Superb quality and great design.,Excellent,0.82
036809f8-c9dd-4d61-9f16-a6748e4b899e,Books,List,1.69,3,0,"Not bad, not great. Just average.",Fair,0.23
8e7c186c-04bb-49d9-adab-147ddf5e3ac5,Home & Garden,Card,1.36,5,1,Absolutely love it! Five stars!,Good,0.76
48f6d5cd-6af8-4eea-b658-351092235e06,Books,Card,1.8,1,0,Did not meet expectations at all.,Fair,-0.7
4fd33ec2-9091-4eb4-b201-957b3f176839,Sports,Card,3.31,2,1,Not as described. Very disappointed.,Poor,-0.82
a6d98641-54ba-4ba6-9dcd-ef7934742242,Electronics,List,1.77,5,1,Great product! Highly recommend it.,Good,0.56
45aa4248-b356-40a1-bb77-41bf3609b44c,Toys,Grid,0.72,2,0,Horrible experience. Don't buy this.,Poor,-0.79
f9297fa4-5e0a-41e2-9ef9-79f2d640bb05,Sports,List,4.79,3,0,"Not bad, not great. Just average.",Good,-0.21
35064596-3f23-4048-8103-09427624ba56,Electronics,Card,1.48,4,1,Fantastic! Works perfectly as described.,Good,0.97
77ff6c2f-f121-47a3-8f6e-893d3f8dadd5,Electronics,Card,4.64,5,1,Outstanding product. Will buy again.,Good,0.66
1dfe724f-9184-4ddd-bdc6-b2d28d84c92f,Clothing,List,1.63,4,1,Excellent quality and fast shipping.,Good,0.78
8bfce74d-34d4-4dcc-a054-8b2fd26be968,Toys,Detailed,2.96,4,1,Excellent quality and fast shipping.,Excellent,0.89
4b4c097e-48d4-45ea-93f4-e7f91d849ed2,Books,Card,2.77,3,0,"Not bad, not great. Just average.",Good,-0.02
937edb2d-46be-4f7e-86c6-5bb783ad15b6,Books,Grid,4.61,1,0,Terrible product. Would not recommend.,Fair,-0.43
8c127192-b1d0-4f5e-a2b8-4c8227753220,Home & Garden,List,3.11,3,0,Satisfactory. Nothing to write home about.,Good,-0.22
4c8e371f-8b4b-4083-a1b5-a44322fb335f,Electronics,Detailed,1.07,1,1,Horrible experience. Don't buy this.,Good,-0.72
e4c29ff1-878e-45ca-b5ce-28988d2b7a20,Electronics,Grid,0.75,1,0,Not as described. Very disappointed.,Poor,-0.8
7b54b7b1-bf03-48dd-97cd-061a04acd106,Toys,Card,4.39,1,0,Disappointed with this purchase.,Fair,-0.56
99e1d226-b023-46fe-b7d4-176faed350f7,Sports,List,3.03,4,1,Love it! Exactly what I was looking for.,Excellent,0.57
0e54d0cf-ff4a-4230-b2ed-18808ad5a666,Home & Garden,Grid,4.13,5,1,Great product! Highly recommend it.,Fair,0.84
5a62cf55-0cff-45f1-a373-391ef7fdf53f,Electronics,Grid,1.61,1,1,Did not meet expectations at all.,Good,-0.72
a8fe703d-0783-4607-aee1-76a6b36e4ebc,Electronics,Card,2.32,2,1,Horrible experience. Don't buy this.,Good,-0.51
7b12cce5-6238-4ebf-8a5a-4727d89c9261,Sports,Detailed,4.37,5,1,Great product! Highly recommend it.,Fair,0.56
07a0f4ad-af09-432f-be02-df0e0a07deca,Toys,List,1.27,5,1,Perfect! Exceeded my expectations.,Good,0.6
22f84470-d8cd-4234-b186-f65309723767,Sports,Detailed,2.15,3,1,Average product. Nothing special.,Good,-0.07
ff7b4f03-d3ae-48c3-a411-e49bbdb430eb,Books,List,0.63,4,1,Absolutely love it! Five stars!,Good,0.56
ec0445e7-bc81-45b2-9636-97a56a2d4206,Toys,Detailed,0.69,3,1,It's alright. Does the job.,Good,0.28
d5f066cd-c789-4f73-afc2-fa8eae0fb40e,Clothing,Card,2.75,5,1,Superb quality and great design.,Excellent,0.61
1cacde79-7305-4c87-9a0c-3af3a7731458,Electronics,List,3.45,3,0,It's alright. Does the job.,Good,0.09
2978630e-a9ed-4469-b00d-05e634560b57,Clothing,Card,4.03,3,1,It's alright. Does the job.,Poor,0.25
b46c6714-ad81-4a1d-afbe-355bbecb3c99,Books,List,3.09,5,1,Love it! Exactly what I was looking for.,Good,0.89
75c7565b-18f9-47bd-95ed-ec2b610f9826,Sports,Card,3.13,4,1,Love it! Exactly what I was looking for.,Poor,0.53
6808cec8-2a18-47fe-9222-0d922365cd2f,Toys,Grid,2.75,4,1,Amazing value for money. Very satisfied.,Good,0.66
658f840e-5194-4e0a-8c5d-aaf9e87ccf0c,Clothing,Detailed,3.9,4,1,Perfect! Exceeded my expectations.,Fair,0.96
6bfd39db-fac2-46e2-8977-28e08dbfff36,Toys,Grid,2.49,3,1,Decent quality for the price.,Excellent,0.06
01761dd5-cbd4-4ee6-a144-6596940d4317,Toys,Detailed,2.2,5,1,Very happy with this purchase.,Fair,0.78
611b6297-52fe-4849-9c59-6e60a773b559,Home & Garden,List,1.41,2,1,Broke after a few uses. Very upset.,Fair,-0.74
acd1fce5-7f87-4403-b457-3298441dcad8,Electronics,Grid,1.42,2,0,Low quality materials. Avoid this.,Fair,-0.46
240c424e-65c9-480c-9138-faed99394563,Electronics,Card,1.33,5,1,Absolutely love it! Five stars!,Excellent,0.75
3dfc906e-5c5f-4bda-99a0-286d313fe136,Sports,Card,2.1,5,1,Very happy with this purchase.,Excellent,0.93
4d0d6cd5-850d-47e9-a9cd-c2af505d12ea,Books,Grid,3.06,2,0,Poor quality. Not worth the money.,Poor,-0.53
5a274ee5-01ed-4972-9ba7-1d0993a14174,Electronics,Card,0.6,3,1,Fair quality. Could be better.,Fair,0.25
68918f38-5bba-4557-a840-402e6f289ca0,Clothing,Card,0.84,5,1,Absolutely love it! Five stars!,Good,0.62
a5ea30f1-b900-40a1-a190-8a7765cd37ea,Books,Grid,2.96,1,0,Not as described. Very disappointed.,Excellent,-0.65
a799de73-13dc-448f-a38f-3943fda9a9f1,Electronics,Card,2.4,2,1,Terrible product. Would not recommend.,Good,-0.8
4a3fd02e-114a-43de-8248-89fc5ad61a94,Toys,Card,4.66,1,0,Defective product. Very frustrating.,Poor,-0.86
0da5ceb0-1743-4e74-b511-c0e027f8e418,Toys,Grid,2.06,1,0,Defective product. Very frustrating.,Fair,-0.43
5f164e9e-c42b-425e-9cfa-7a2e90f37841,Sports,Detailed,4.76,3,1,It's alright. Does the job.,Fair,0.13
2bb6bf2a-19ce-425d-a211-160f2dd708ab,Toys,Card,2.44,3,1,It works fine. No complaints.,Excellent,0.17
01d37826-8f5c-4277-9576-9d96b58ac788,Electronics,Grid,3.98,2,0,Disappointed with this purchase.,Good,-0.68
ec2b0571-0c5c-47b6-a079-fb8a383602e9,Electronics,Detailed,3.95,2,1,Terrible product. Would not recommend.,Fair,-0.74
bc70b5e3-910f-410c-9621-ffe46c36bb04,Electronics,Card,2.08,3,1,It works fine. No complaints.,Poor,-0.04
ed4b13ab-6710-43e4-b309-9164ed38e808,Electronics,List,2.36,5,0,Great product! Highly recommend it.,Excellent,0.78
3ef1f7b2-ca3f-4c1d-a326-a3385dfd33a3,Clothing,Grid,0.84,2,1,Waste of money. Returning it.,Poor,-0.74
a3e6eeff-39b2-4f94-b90a-1aa5cdd32441,Toys,List,4.99,2,0,Poor quality. Not worth the money.,Fair,-0.64
b77293d9-1b38-4809-a660-d88c2293a2aa,Electronics,Card,4.72,2,0,Waste of money. Returning it.,Good,-0.7
dfab6492-883e-4888-b828-0bc2e72e6b6f,Clothing,Detailed,3.71,3,1,It works fine. No complaints.,Fair,0.17
